0,0.000000
1,16.669488
2,33.339536
3,50.009888
4,66.679672
5,83.349888
6,100.020400
7,116.690568
8,133.360488
9,150.029920
10,166.700104
11,183.370488
12,200.040352
13,216.710160
14,233.380536
15,250.051024
16,266.720536
17,283.390568
18,300.061320
19,316.731240
20,333.401024
21,350.070832
22,366.741512
23,383.410808
24,400.081136
25,416.751400
26,433.420968
27,450.091568
28,466.761216
29,483.431184
30,500.102000
31,516.772000
32,533.441968
33,550.111808
34,566.782024
35,583.452320
36,600.122352
37,616.792488
38,633.462240
39,650.132024
40,666.802624
41,683.472592
42,700.143048
43,716.812968
44,733.482512
45,750.153000
46,766.822808
47,783.492536
48,800.162568
49,816.832568
50,833.503488
51,850.173352
52,866.843488
53,883.513568
54,900.182968
55,916.853944
56,933.523296
57,950.193488
58,966.863488
59,983.533488
60,1000.203512
61,1016.873400
62,1033.544240
63,1050.213568
64,1066.884512
65,1083.554080
66,1100.224488
67,1116.894568
68,1133.564568
69,1150.234568
70,1166.904512
71,1183.575000
72,1200.245136
73,1216.914784
74,1233.584456
75,1250.255320
76,1266.924536
77,1283.595488
78,1300.265160
79,1316.934968
80,1333.605488
81,1350.275536
82,1366.945296
83,1383.615864
84,1400.285568
85,1416.955240
86,1433.625536
87,1450.295568
88,1466.965592
89,1483.635568
90,1500.305944
91,1516.975568
92,1533.646512
93,1550.316352
94,1566.986512
95,1583.656432
96,1600.326512
97,1616.996136
98,1633.666864
99,1650.336784
100,1667.006216
101,1683.676568
102,1700.346592
103,1717.017024
104,1733.686672
105,1750.356568
106,1767.026536
107,1783.697536
108,1800.367432
109,1817.037568
110,1833.707184
111,1850.376944
112,1867.047536
113,1883.717240
114,1900.387432
115,1917.057592
116,1933.727592
117,1950.397456
118,1967.068296
119,1983.738000
120,2000.407512
121,2017.078024
122,2033.748568
123,2050.418592
124,2067.088512
125,2083.757968
126,2100.428568
127,2117.098568
128,2133.768784
129,2150.438376
130,2167.108536
131,2183.779056
