0,0.000000
1,16.670896
2,33.341024
3,50.010488
4,66.681112
5,83.350544
6,100.020920
7,116.691464
8,133.361432
9,150.031056
10,166.701376
11,183.371376
12,200.041432
13,216.710920
14,233.381488
15,250.051296
16,266.721512
17,283.392024
18,300.061512
19,316.731920
20,333.401512
21,350.072352
22,366.742056
23,383.412592
24,400.081976
25,416.752408
26,433.422680
27,450.092464
28,466.761976
29,483.433000
30,500.103024
31,516.772864
32,533.442376
33,550.112488
34,566.782512
35,583.452544
36,600.122512
37,616.793296
38,633.463488
39,650.133248
40,666.803488
41,683.473512
42,700.143328
43,716.813512
44,733.483488
45,750.153160
46,766.823408
47,783.493488
48,800.160328
49,816.829896
50,833.500216
51,850.170024
52,866.840248
53,883.510328
54,900.180488
55,916.854784
56,933.524624
57,950.194296
58,966.865000
59,983.534512
60,1000.205032
61,1016.874432
62,1033.541248
63,1050.211488
64,1066.880808
65,1083.551544
66,1100.221216
67,1116.891248
68,1133.561296
69,1150.231272
70,1166.901352
71,1183.571408
72,1200.241464
73,1216.912168
74,1233.581352
75,1250.252024
76,1266.922296
77,1283.591568
78,1300.261704
79,1316.932544
80,1333.602000
81,1350.272544
82,1366.942024
83,1383.612056
84,1400.282432
85,1416.952136
86,1433.622352
87,1450.292248
88,1466.962648
89,1483.632864
90,1500.302488
91,1516.973328
92,1533.643512
93,1550.313544
94,1566.983216
95,1583.653464
96,1600.323464
97,1616.993624
98,1633.663376
99,1650.333328
100,1667.004024
101,1683.673488
102,1700.344160
103,1717.017920
104,1733.683568
105,1750.353784
106,1767.024488
107,1783.694464
108,1800.364296
109,1817.034512
110,1833.704136
111,1850.374024
112,1867.044296
113,1883.714024
114,1900.384544
115,1917.054248
116,1933.724512
117,1950.395000
118,1967.065272
119,1983.734544
120,2000.405328
121,2017.075544
122,2033.745464
123,2050.415488
124,2067.085352
125,2083.755328
126,2100.425512
127,2117.095024
128,2133.766000
129,2150.435704
130,2167.105512
131,2183.775592
132,2200.446272
133,2217.115568
134,2233.786248
135,2250.455544
136,2267.125976
137,2300.466512
138,2317.135976
139,2333.806352
140,2367.146512
141,2383.816352
142,2417.156544
143,2433.827024
144,2467.166488
145,2483.837024
146,2500.506704
147,2533.847464
148,2550.516944
149,2583.857432
150,2600.527944
151,2633.867512
152,2650.538024
153,2667.208024
154,2700.544352
155,2717.214544
156,2750.554488
157,2783.894056
158,2817.234896
159,2833.904680
160,2850.575000
161,2883.915000
162,2900.584544
163,2917.254976
164,2950.595464
165,2967.265488
166,2983.935680
167,3017.275136
168,3033.945488
169,3067.285464
170,3083.955512
171,3100.625568
172,3133.965920
173,3150.635920
174,3167.305544
175,3200.646464
176,3217.316488
177,3233.986216
178,3267.326024
179,3283.996248
180,3317.336328
181,3334.006544
182,3350.677160
183,3384.016488
184,3400.686944
185,3434.026920
186,3450.697328
187,3467.367512
188,3500.707544
189,3517.377488
190,3534.047464
191,3567.387464
192,3584.057328
193,3617.398160
194,3634.067544
195,3650.738464
196,3684.077976
197,3700.747920
198,3717.418648
199,3750.758488
200,3767.428464
201,3800.768408
202,3817.438432
203,3834.108432
204,3867.448408
205,3884.119408
206,3900.789376
207,3934.129000
208,3967.469352
209,3984.139248
210,4000.809920
211,4017.479512
212,4050.819296
213,4067.489296
214,4084.159512
215,4117.499512
216,4134.170512
217,4167.510488
218,4200.850464
219,4217.519896
220,4250.860192
221,4267.530432
222,4300.870408
223,4317.536464
224,4334.206488
225,4367.546864
226,4384.216976
227,4400.887000
228,4417.561488
229,4450.901272
230,4467.571464
231,4500.911464
232,4517.581248
233,4534.252192
234,4567.587512
235,4584.258432
236,4600.928408
237,4634.268328
238,4650.938248
239,4667.608568
240,4700.948248
241,4717.618976
242,4750.958464
243,4767.629000
244,4800.969296
245,4817.638944
246,4834.309352
247,4867.649568
248,4884.318816
249,4917.659568
250,4934.329464
251,4950.999728
252,4984.340024
253,5001.009296
254,5017.680000
255,5051.019512
256,5067.689944
257,5101.030376
258,5151.040024
259,5167.710544
260,5201.050568
261,5217.721024
262,5251.060840
263,5284.400784
264,5301.071488
265,5334.411464
266,5351.081568
267,5384.421512
268,5401.091432
269,5417.761600
270,5451.101624
271,5467.771512
272,5484.442272
273,5517.781512
274,5534.452352
275,5567.792488
276,5584.461784
277,5601.132408
278,5617.802680
279,5651.142512
280,5667.812544
281,5684.482728
282,5717.822464
283,5734.493056
284,5767.833024
285,5784.503512
286,5801.173512
287,5834.513544
288,5851.183488
289,5884.523512
290,5901.193976
291,5934.533328
292,5951.203272
293,5967.873464
294,6001.213728
295,6017.883648
296,6034.554488
297,6067.894488
298,6084.564376
